"PC1","PC2","anomaly"
-16.8229367186467,-5.92259232736473,1
-14.5392543399275,-13.2392122651253,1
-14.2235000101395,-4.04287640526654,1
-14.5429302500058,-3.48336913837297,1
-14.0888753027687,-13.300656271895,1
-13.5573233815144,-11.9687975333195,1
-20.6929131436386,-6.7350686331866,1
-14.3240470930903,-12.7546569807751,1
0.814686450219391,-47.2199323948232,1
1.18982017675938,-47.5065979998652,1
0.86949703225035,-67.6348545281699,1
0.0131884383667818,0.674542509987634,0
1.33680833109021,-1.25930510216615,0
0.0573875817723854,1.00066609767554,0
-1.70757160192979,-1.71494060009904,0
0.0884753267992539,0.23605149028434,0
0.537015518281115,-0.360324389018485,0
-2.7142092001622,-0.666394331073731,0
-0.29870660278819,-0.776292062039581,0
1.28131138204129,1.10074750296519,0
0.0242644618740366,0.837010954818234,0
1.39618682455422,-0.869358434351827,0
0.925250758956121,0.732117351773804,0
1.61220274264892,-3.69029745172922,0
1.76807131969326,-0.273120887323987,0
-3.36775909477387,0.554644227211141,0
1.62218305974274,0.0419853721661624,0
-0.815120576678652,1.31895443902312,0
0.250907643985912,1.52522801068692,0
0.916782117875715,0.867384927560733,0
1.58980070518537,0.411148470562991,0
0.799313526191618,-0.684303463775858,0
1.89413700268735,-2.33585242746113,0
1.72414681472462,-1.42941016738522,0
1.38072079628016,-2.21063517749989,0
2.15298563146268,-0.341502148149573,0
1.76672689639809,-4.08822772048557,0
0.974079277208406,-0.108756755050569,0
0.735043848224027,-2.4707200031524,0
1.28822670496476,-0.462678287439451,0
0.816519027021011,-1.4133891485073,0
0.780410603745547,1.54794720286749,0
1.19173455989889,0.0258361206684391,0
-1.49187051006093,1.21475746914893,0
2.00028245440668,-1.40583286135847,0
2.16386151962507,0.069334580478302,0
0.823974320096565,1.53686724317441,0
2.16386151962507,0.069334580478302,0
0.946363695860386,-0.261709799299195,0
-0.331095170271838,0.109442281959161,0
0.864370983821652,0.389746344195033,0
1.79239339820359,-1.55424440760383,0
-2.82380050895809,-0.247110574839599,0
-2.20660044200037,-1.28828151832981,0
0.0689895986817179,1.63881820744051,0
0.315377796881995,1.61059103492322,0
1.10613314602734,-1.30619874515599,0
2.15298563146268,-0.341502148149573,0
-1.34537254172119,1.03202444439843,0
-2.48342269027302,1.06611175156728,0
-0.077761950049231,0.517288556895569,0
-0.16549744126314,-2.88702472377949,0
2.16386151962507,0.069334580478302,0
1.69361452611473,-0.994328415736825,0
-1.74434726538362,0.191041976775956,0
2.01123847762044,-1.8472476759272,0
-4.18896121009562,-0.154165763129905,0
-2.33665977724545,0.30492053696852,0
2.15842357554387,-0.136083783835635,0
1.1215867793947,0.958971103476862,0
1.53142255317544,-1.17749684386216,0
2.1366717992191,-0.957757241091385,0
1.6098714659492,0.4146865301846,0
-0.986590517181796,0.216286733220969,0
1.92597382067638,-0.449615825962932,0
0.760117260255671,-0.405273405150944,0
0.321740697065331,-0.00827793597874311,0
0.235172778435874,0.10412229179731,0
1.68773718965174,-0.39252708582019,0
1.94411261495031,-1.97527457379744,0
1.66441530310876,-0.740396741997484,0
0.381173238792367,1.41070507175827,0
1.2361713156379,-2.17194999258914,0
0.772085114666183,1.52810991041593,0
2.15298563146268,-0.341502148149573,0
0.832443373519529,-0.632106497107061,0
-1.8815965011591,1.22362191241639,0
-4.45574953000467,-0.111478520967614,0
-1.53417371480365,1.51904778657541,0
-1.62079757657105,1.26923155179872,0
2.16386151962507,0.069334580478302,0
-0.282858207346204,1.52865189747755,0
2.1366717992191,-0.957757241091385,0
1.31633240969084,0.583806392401864,0
0.39418215272293,1.58657426943072,0
0.584867446205965,1.43678133727018,0
0.380592505507192,0.694357516524732,0
-0.191286197417448,0.610361988259244,0
0.960667176320647,1.17950698034925,0
-1.84656563458254,0.90228086967243,0
-2.9402931913957,0.0396977500127145,0
0.637097177550556,0.326050037874914,0
2.12579591105671,-1.36859396971926,0
0.901338557427167,-0.222092293741853,0
0.31908500929284,-0.759838722924897,0
1.82430156020101,-3.52075362502985,0
1.95754994766914,-3.0592692244676,0
2.13123385513791,-1.16317560540532,0
-2.21030836116595,-0.225642613715648,0
1.2748791197808,-0.858721256308515,0
1.14454265863518,-0.689375164880914,0
1.61808376898409,0.620723843200654,0
1.64082278658431,-0.91598658180304,0
-0.15609896579044,0.15539775027766,0
1.64333776658435,-0.928414825798388,0
-2.57911129402187,0.0220657466551086,0
0.935468568972726,-1.84988606172121,0
-1.81650737263443,-0.404142825501721,0
-0.154489957639893,0.114527979818231,0
1.79870689434094,-0.710947875289898,0
1.61704913464799,0.0835310508793569,0
0.55531694174105,-0.627334498812498,0
-2.89452315469323,0.831857691914709,0
1.63391308343769,-0.873711191158022,0
1.95922211549333,-0.500688616467467,0
1.25626425813519,-2.19558769859972,0
-0.643671652853521,1.68922428045051,0
-2.7015117937399,0.341352568678687,0
1.36257784584052,-2.05298431433856,0
0.7749483757434,-0.594471919280234,0
0.6920228287175,1.13850578138332,0
0.818425602189164,1.53562934577018,0
2.15298563146268,-0.341502148149573,0
0.776635237970376,0.892507123735782,0
2.16386151962507,0.069334580478302,0
1.14888255062588,-0.604338463003723,0
1.64691383272702,-1.79457233057473,0
1.28463256300413,-0.0907638791961092,0
1.19971839717403,0.477249016133573,0
-2.05451675869768,1.21793001629384,0
1.85800920467871,-0.518440231138865,0
0.546141184041907,-0.0282193496494205,0
-2.8470824093617,-0.020452979346298,0
2.12579591105671,-1.36859396971926,0
2.16386151962507,0.069334580478302,0
-1.61446035835145,0.0687135270822744,0
-0.225385622066217,0.465124654324606,0
-3.6051542233336,-2.34636943399211,0
-1.999882916225,-2.2447198350541,0
-6.13817204160764,-1.47479658155601,0
2.00155749287629,-0.15517366243869,0
1.36792846226552,0.740193591316026,0
-3.47889760751542,0.0107283348003284,0
0.739207026785005,1.54016431862661,0
-0.941027458087657,0.916088651394182,0
1.04244586026099,-1.14772062890604,0
1.77408014199644,-1.31555977396961,0
2.1366717992191,-0.957757241091385,0
0.751016461344774,1.18298239727049,0
-4.32075111409518,-0.275979228385168,0
-1.9000277812824,-1.52118904062183,0
2.16386151962507,0.069334580478302,0
0.346949294613881,-0.616536531795358,0
0.547042265355034,-0.546691485586651,0
-3.59518651431012,-0.282401927145894,0
1.72450785817572,-1.89424211677533,0
0.489630250067803,1.54829074980571,0
-2.65822106721593,-1.39604439733207,0
1.26087888330924,-2.145775372558,0
0.795869047834532,0.0736977225420203,0
0.0760990962779531,-0.109333714629804,0
-0.385015313757585,0.411176255631292,0
0.45518529919277,-0.302962407395544,0
-1.12475339170465,0.400916098936066,0
1.34323995292632,-0.940954146539532,0
0.992754551790161,-0.58157663425092,0
0.96788873232833,0.367104908924572,0
-5.01621081531787,-0.340034393935145,0
-0.0689336809325271,1.39510810877393,0
0.597581055087892,-0.232291197289213,0
2.15842357554387,-0.136083783835635,0
0.67119347831968,0.875331532008728,0
2.15842357554387,-0.136083783835635,0
1.5368763686966,0.61055995519701,0
-1.31446846387189,0.334993903368865,0
0.494342807487598,-0.844430256116047,0
1.23442086118245,-0.466033677441774,0
2.14754768738149,-0.54692051246351,0
2.0434369550421,0.0481062227486452,0
2.16386151962507,0.069334580478302,0
1.17187942532404,-1.70519793691179,0
-4.14533056805027,-0.272585684728443,0
2.16386151962507,0.069334580478302,0
1.97685105326368,-0.946944854823525,0
-1.88630360528163,0.64548067151573,0
-1.68476053861077,1.09440617883999,0
0.931589145343915,1.55570762239115,0
-5.44333801791379,0.0127194202616199,0
-0.337568495060482,1.59270851148993,0
